SiteID,Year,VisitID,Fall.ppt,Winter.ppt,Spring.ppt,Fall.tmin,Winter.tmin,Spring.tmin,Fall.tmax,Winter.tmax,Spring.tmax,Fall.tmean,Spring.tmean,Winter.tmean
1F001,1999,1F001_1999,34.93,80.03,71.15333333,7.766666667,-2.74,4.303333333,20.53666667,8.293333333,17.04,14.15166667,10.67166667,2.776666667
1F001,2000,1F001_2000,151.6766667,58.50666667,82.69333333,7.316666667,-3.62,5.986666667,19.05,7.173333333,18.41,13.18333333,12.19833333,1.776666667
1F001,2001,1F001_2001,78,50.89,108.0166667,6.383333333,-5.683333333,4.21,17.86666667,4.993333333,16.69333333,12.125,10.45166667,-0.345
1F001,2002,1F001_2002,36.84666667,30.41,105.61,6.463333333,-2.05,4.823333333,20.17333333,9.376666667,17.96333333,13.31833333,11.39333333,3.663333334
1F001,2003,1F001_2003,120.6433333,115.6233333,128.0733333,7.58,-6.03,4.89,17.73,2.76,16.24333333,12.655,10.56666667,-1.635
1F001,2004,1F001_2004,165.2266667,70.82,104.0233333,7.616666667,-5.7,6.66,18.61333333,4.5,18.27,13.115,12.465,-0.6
1F001,2005,1F001_2005,175.8066667,59.02666667,95.75333333,8.376666667,-3.806666667,3.766666667,18.19666667,6.48,15.31333333,13.28666667,9.539999999,1.336666667
1F001,2006,1F001_2006,112.0366667,61.61,52.00666667,7.993333333,-3.896666667,4.85,19.50333333,6.273333333,17.88333333,13.74833333,11.36666667,1.188333333
1F001,2007,1F001_2007,173.8333333,57.11,69.1,7.37,-3.91,5.163333333,17.59,6.42,17.68666667,12.48,11.425,1.255
1F001,2008,1F001_2008,64.71666667,58.12333333,140.22,8.393333333,-3.24,4.843333333,20.28666667,6.283333333,16.99666667,14.34,10.92,1.521666667
1F001,2009,1F001_2009,77.26666667,51.94,108.61,6.87,-5.03,5.13,17.66,5.496666667,16.87333333,12.265,11.00166667,0.233333334
1F001,2010,1F001_2010,94.99666667,126.9866667,110.21,7.853333333,-5.103333333,6.59,18.10333333,3.126666667,19.00666667,12.97833333,12.79833334,-0.988333333
1F001,2011,1F001_2011,91.69333333,51.63333333,164.3133333,7.313333333,-4.82,6.336666667,20.01333333,3.893333333,17.72666667,13.66333333,12.03166667,-0.463333334
1F001,2012,1F001_2012,123.61,59.25,76.43666667,8.346666667,-2.216666667,7.446666667,18.00333333,8.2,19.78333333,13.175,13.615,2.991666667
1F001,2013,1F001_2013,109.69,64.76666667,86.34666667,6.583333333,-2.603333333,4.54,17.47,6.57,15.60333333,12.02666667,10.07166667,1.983333334
1F001,2014,1F001_2014,90.77333333,93.66333333,108.4666667,6.796666667,-5.533333333,3.67,17.73333333,4.56,16.04333333,12.265,9.856666665,-0.486666667
1F003,1982,1F003_1982,67.47333333,93.83666667,94.22,4.84,-6.623333333,3.836666667,17.72666667,3.72,17.60333333,11.28333334,10.72,-1.451666667
1F003,1983,1F003_1983,88.82333333,71.76666667,174.71,5.916666667,-3.823333333,4.16,18.92333333,6.626666667,15.50333333,12.42,9.831666665,1.401666667
1F003,1984,1F003_1984,156.8333333,132.1933333,166.5566667,5.566666667,-5.5,3.173333333,19.15,4.93,15.17333333,12.35833333,9.173333332,-0.285
1F003,1985,1F003_1985,72.94,69.85333333,73.53666667,6.396666667,-4.333333333,5.28,18.82333333,6.623333333,19.04333333,12.61,12.16166667,1.145
1F003,1986,1F003_1986,181.2766667,53.54666667,58.59,7.57,-5.913333333,4.05,20.37666667,5.01,18.17333333,13.97333334,11.11166667,-0.451666667
1F003,1987,1F003_1987,73.60333333,111.7433333,139.0033333,6.02,-5.643333333,4.163333333,18.91666667,5.423333333,17.17,12.46833334,10.66666667,-0.11
1F003,1988,1F003_1988,152.2733333,73.91333333,122.8,5.353333333,-5.603333333,3.83,18.57,5.573333333,17.36666667,11.96166667,10.59833334,-0.015
1F003,1989,1F003_1989,93.81666667,56.86,140.93,4.246666667,-4.48,3.346666667,18.27333333,7.5,16.27333333,11.26,9.809999999,1.51
1F003,1990,1F003_1990,117.22,73.06666667,144.4666667,6.043333333,-4.89,4.52,19.18333333,7.503333333,17.86333333,12.61333333,11.19166667,1.306666667
1F003,1991,1F003_1991,113.4466667,81.8,82.65333333,6.68,-3.066666667,6.17,20.24666667,8.72,18.83,13.46333334,12.5,2.826666667
1F003,1992,1F003_1992,60.24,87.71,129.8466667,5.31,-3.353333333,3.653333333,19.72,7.853333333,15.94333333,12.515,9.798333332,2.25
1F003,1993,1F003_1993,154.1866667,123.0633333,175.17,5.52,-4.35,3.406666667,18.14666667,5.676666667,16.22,11.83333334,9.813333334,0.663333334
1F003,1994,1F003_1994,132.1633333,117.9733333,142.9266667,5.886666667,-6.146666667,3.65,18.26666667,3.52,17.00333333,12.07666667,10.32666667,-1.313333334
1F003,1995,1F003_1995,72.68,73.04666667,83.04666667,5.816666667,-3.903333333,4.19,19.71,6.373333333,17.03,12.76333333,10.61,1.235
1F003,1996,1F003_1996,145.66,112.6633333,114.1933333,5.51,-5.056666667,3.896666667,18.13666667,4.32,15.69333333,11.82333334,9.794999999,-0.368333334
1F003,1997,1F003_1997,210.8633333,88.78666667,79.9,6.256666667,-2.843333333,3.583333333,16.67,6.96,16.07666667,11.46333333,9.830000002,2.058333334
1F003,1998,1F003_1998,156.8933333,167.7733333,148.36,6.436666667,-0.853333333,6.133333333,17.57666667,7.45,17.44333333,12.00666667,11.78833333,3.298333334
1F003,1999,1F003_1999,42.62666667,102.7366667,79.32333333,6.806666667,-3.32,3.57,20.74333333,8.45,17.18,13.775,10.375,2.565
1F003,2000,1F003_2000,190.16,66.73666667,88.63,6.326666667,-4.203333333,5.416666667,19.25333333,7.39,18.42,12.79,11.91833333,1.593333334
1F003,2001,1F003_2001,112.7266667,54.53,126.1866667,5.466666667,-6.016666667,3.523333333,18.4,5.353333333,16.81,11.93333333,10.16666667,-0.331666667
1F003,2002,1F003_2002,45.03333333,36.56666667,107.6466667,5.52,-2.61,4.026666667,20.28,9.76,17.86333333,12.9,10.945,3.575
1F003,2003,1F003_2003,127.5366667,131.5133333,153.54,6.683333333,-6.246666667,4.233333333,17.83,3.09,16.41333333,12.25666667,10.32333333,-1.578333334
1F003,2004,1F003_2004,179.5333333,88.98,110.93,6.703333333,-5.943333333,5.833333333,18.83,4.703333333,18.35666667,12.76666667,12.095,-0.62
1F003,2005,1F003_2005,202.8433333,74.26,106.5133333,7.58,-4.15,3.003333333,18.18333333,6.586666667,15.5,12.88166667,9.251666667,1.218333334
1F003,2006,1F003_2006,142.9133333,76.98333333,61.46666667,7.163333333,-4.33,3.946666667,19.60666667,6.45,17.54333333,13.385,10.745,1.06
1F003,2007,1F003_2007,187.0266667,75.42666667,76.71333333,6.193333333,-4.563333333,4.513333333,17.45666667,6.4,17.15666667,11.825,10.835,0.918333334
1F003,2008,1F003_2008,64.45666667,62.67,139.92,8.106666667,-3.573333333,4.053333333,20.39666667,6.286666667,16.38,14.25166667,10.21666667,1.356666667
1F003,2009,1F003_2009,72.99333333,56.12666667,109.7766667,5.843333333,-5.38,4.206666667,17.43333333,5.336666667,16.19,11.63833333,10.19833333,-0.021666666
1F003,2010,1F003_2010,112.5366667,141.8833333,115.2266667,6.91,-5.516666667,5.803333333,17.87,3.243333333,18.56333333,12.39,12.18333333,-1.136666667
1F003,2011,1F003_2011,111.7433333,59.03,188.97,6.12,-5.333333333,5.586666667,19.87,4.04,17.06666667,12.995,11.32666667,-0.646666667
1F003,2012,1F003_2012,130.4,72.75,77.4,7.28,-2.92,6.596666667,17.98666667,8.333333333,19.37333333,12.63333334,12.985,2.706666667
1F003,2013,1F003_2013,126.9833333,81.15666667,96.18333333,5.73,-3.2,3.66,17.41333333,6.5,15.4,11.57166667,9.53,1.65
1F003,2014,1F003_2014,106.3966667,101.17,117.1233333,5.91,-5.983333333,3.03,17.87,4.88,15.82666667,11.89,9.428333335,-0.551666667
1F003_1,1982,1F003_1_1982,67.47333333,93.83666667,94.22,4.84,-6.623333333,3.836666667,17.72666667,3.72,17.60333333,11.28333334,10.72,-1.451666667
1F003_1,1983,1F003_1_1983,88.82333333,71.76666667,174.71,5.916666667,-3.823333333,4.16,18.92333333,6.626666667,15.50333333,12.42,9.831666665,1.401666667
1F003_1,1984,1F003_1_1984,156.8333333,132.1933333,166.5566667,5.566666667,-5.5,3.173333333,19.15,4.93,15.17333333,12.35833333,9.173333332,-0.285
1F003_1,1985,1F003_1_1985,72.94,69.85333333,73.53666667,6.396666667,-4.333333333,5.28,18.82333333,6.623333333,19.04333333,12.61,12.16166667,1.145
1F003_1,1986,1F003_1_1986,181.2766667,53.54666667,58.59,7.57,-5.913333333,4.05,20.37666667,5.01,18.17333333,13.97333334,11.11166667,-0.451666667
1F003_1,1987,1F003_1_1987,73.60333333,111.7433333,139.0033333,6.02,-5.643333333,4.163333333,18.91666667,5.423333333,17.17,12.46833334,10.66666667,-0.11
1F003_1,1988,1F003_1_1988,152.2733333,73.91333333,122.8,5.353333333,-5.603333333,3.83,18.57,5.573333333,17.36666667,11.96166667,10.59833334,-0.015
1F003_1,1989,1F003_1_1989,93.81666667,56.86,140.93,4.246666667,-4.48,3.346666667,18.27333333,7.5,16.27333333,11.26,9.809999999,1.51
1F003_1,1990,1F003_1_1990,117.22,73.06666667,144.4666667,6.043333333,-4.89,4.52,19.18333333,7.503333333,17.86333333,12.61333333,11.19166667,1.306666667
1F003_1,1991,1F003_1_1991,113.4466667,81.8,82.65333333,6.68,-3.066666667,6.17,20.24666667,8.72,18.83,13.46333334,12.5,2.826666667
1F003_1,1992,1F003_1_1992,60.24,87.71,129.8466667,5.31,-3.353333333,3.653333333,19.72,7.853333333,15.94333333,12.515,9.798333332,2.25
1F003_1,1993,1F003_1_1993,154.1866667,123.0633333,175.17,5.52,-4.35,3.406666667,18.14666667,5.676666667,16.22,11.83333334,9.813333334,0.663333334
1F003_1,1994,1F003_1_1994,132.1633333,117.9733333,142.9266667,5.886666667,-6.146666667,3.65,18.26666667,3.52,17.00333333,12.07666667,10.32666667,-1.313333334
1F003_1,1995,1F003_1_1995,72.68,73.04666667,83.04666667,5.816666667,-3.903333333,4.19,19.71,6.373333333,17.03,12.76333333,10.61,1.235
1F003_1,1996,1F003_1_1996,145.66,112.6633333,114.1933333,5.51,-5.056666667,3.896666667,18.13666667,4.32,15.69333333,11.82333334,9.794999999,-0.368333334
1F003_1,1997,1F003_1_1997,210.8633333,88.78666667,79.9,6.256666667,-2.843333333,3.583333333,16.67,6.96,16.07666667,11.46333333,9.830000002,2.058333334
1F003_1,1998,1F003_1_1998,156.8933333,167.7733333,148.36,6.436666667,-0.853333333,6.133333333,17.57666667,7.45,17.44333333,12.00666667,11.78833333,3.298333334
1F003_1,1999,1F003_1_1999,42.62666667,102.7366667,79.32333333,6.806666667,-3.32,3.57,20.74333333,8.45,17.18,13.775,10.375,2.565
1F003_1,2000,1F003_1_2000,190.16,66.73666667,88.63,6.326666667,-4.203333333,5.416666667,19.25333333,7.39,18.42,12.79,11.91833333,1.593333334
1F003_1,2001,1F003_1_2001,112.7266667,54.53,126.1866667,5.466666667,-6.016666667,3.523333333,18.4,5.353333333,16.81,11.93333333,10.16666667,-0.331666667
1F003_1,2002,1F003_1_2002,45.03333333,36.56666667,107.6466667,5.52,-2.61,4.026666667,20.28,9.76,17.86333333,12.9,10.945,3.575
1F003_1,2003,1F003_1_2003,127.5366667,131.5133333,153.54,6.683333333,-6.246666667,4.233333333,17.83,3.09,16.41333333,12.25666667,10.32333333,-1.578333334
1F003_1,2004,1F003_1_2004,179.5333333,88.98,110.93,6.703333333,-5.943333333,5.833333333,18.83,4.703333333,18.35666667,12.76666667,12.095,-0.62
1F003_1,2005,1F003_1_2005,202.8433333,74.26,106.5133333,7.58,-4.15,3.003333333,18.18333333,6.586666667,15.5,12.88166667,9.251666667,1.218333334
1F003_1,2006,1F003_1_2006,142.9133333,76.98333333,61.46666667,7.163333333,-4.33,3.946666667,19.60666667,6.45,17.54333333,13.385,10.745,1.06
1F003_1,2007,1F003_1_2007,187.0266667,75.42666667,76.71333333,6.193333333,-4.563333333,4.513333333,17.45666667,6.4,17.15666667,11.825,10.835,0.918333334
1F003_1,2008,1F003_1_2008,64.45666667,62.67,139.92,8.106666667,-3.573333333,4.053333333,20.39666667,6.286666667,16.38,14.25166667,10.21666667,1.356666667
1F003_1,2009,1F003_1_2009,72.99333333,56.12666667,109.7766667,5.843333333,-5.38,4.206666667,17.43333333,5.336666667,16.19,11.63833333,10.19833333,-0.021666666
1F003_1,2010,1F003_1_2010,112.5366667,141.8833333,115.2266667,6.91,-5.516666667,5.803333333,17.87,3.243333333,18.56333333,12.39,12.18333333,-1.136666667
1F003_1,2011,1F003_1_2011,111.7433333,59.03,188.97,6.12,-5.333333333,5.586666667,19.87,4.04,17.06666667,12.995,11.32666667,-0.646666667
1F003_1,2012,1F003_1_2012,130.4,72.75,77.4,7.28,-2.92,6.596666667,17.98666667,8.333333333,19.37333333,12.63333334,12.985,2.706666667
1F003_1,2013,1F003_1_2013,126.9833333,81.15666667,96.18333333,5.73,-3.2,3.66,17.41333333,6.5,15.4,11.57166667,9.53,1.65
1F003_1,2014,1F003_1_2014,106.3966667,101.17,117.1233333,5.91,-5.983333333,3.03,17.87,4.88,15.82666667,11.89,9.428333335,-0.551666667
1F004,1982,1F004_1982,67.47333333,93.83666667,94.22,4.84,-6.623333333,3.836666667,17.72666667,3.72,17.60333333,11.28333334,10.72,-1.451666667
1F004,1983,1F004_1983,88.82333333,71.76666667,174.71,5.916666667,-3.823333333,4.16,18.92333333,6.626666667,15.50333333,12.42,9.831666665,1.401666667
1F004,1984,1F004_1984,156.8333333,132.1933333,166.5566667,5.566666667,-5.5,3.173333333,19.15,4.93,15.17333333,12.35833333,9.173333332,-0.285
1F004,1985,1F004_1985,72.94,69.85333333,73.53666667,6.396666667,-4.333333333,5.28,18.82333333,6.623333333,19.04333333,12.61,12.16166667,1.145
1F004,1986,1F004_1986,181.2766667,53.54666667,58.59,7.57,-5.913333333,4.05,20.37666667,5.01,18.17333333,13.97333334,11.11166667,-0.451666667
1F004,1987,1F004_1987,73.60333333,111.7433333,139.0033333,6.02,-5.643333333,4.163333333,18.91666667,5.423333333,17.17,12.46833334,10.66666667,-0.11
1F004,1988,1F004_1988,152.2733333,73.91333333,122.8,5.353333333,-5.603333333,3.83,18.57,5.573333333,17.36666667,11.96166667,10.59833334,-0.015
1F004,1989,1F004_1989,93.81666667,56.86,140.93,4.246666667,-4.48,3.346666667,18.27333333,7.5,16.27333333,11.26,9.809999999,1.51
1F004,1990,1F004_1990,117.22,73.06666667,144.4666667,6.043333333,-4.89,4.52,19.18333333,7.503333333,17.86333333,12.61333333,11.19166667,1.306666667
1F004,1991,1F004_1991,113.4466667,81.8,82.65333333,6.68,-3.066666667,6.17,20.24666667,8.72,18.83,13.46333334,12.5,2.826666667
1F004,1992,1F004_1992,60.24,87.71,129.8466667,5.31,-3.353333333,3.653333333,19.72,7.853333333,15.94333333,12.515,9.798333332,2.25
1F004,1993,1F004_1993,154.1866667,123.0633333,175.17,5.52,-4.35,3.406666667,18.14666667,5.676666667,16.22,11.83333334,9.813333334,0.663333334
1F004,1994,1F004_1994,132.1633333,117.9733333,142.9266667,5.886666667,-6.146666667,3.65,18.26666667,3.52,17.00333333,12.07666667,10.32666667,-1.313333334
1F004,1995,1F004_1995,72.68,73.04666667,83.04666667,5.816666667,-3.903333333,4.19,19.71,6.373333333,17.03,12.76333333,10.61,1.235
1F004,1996,1F004_1996,145.66,112.6633333,114.1933333,5.51,-5.056666667,3.896666667,18.13666667,4.32,15.69333333,11.82333334,9.794999999,-0.368333334
1F004,1997,1F004_1997,210.8633333,88.78666667,79.9,6.256666667,-2.843333333,3.583333333,16.67,6.96,16.07666667,11.46333333,9.830000002,2.058333334
1F004,1998,1F004_1998,156.8933333,167.7733333,148.36,6.436666667,-0.853333333,6.133333333,17.57666667,7.45,17.44333333,12.00666667,11.78833333,3.298333334
1F004,1999,1F004_1999,42.62666667,102.7366667,79.32333333,6.806666667,-3.32,3.57,20.74333333,8.45,17.18,13.775,10.375,2.565
1F004,2000,1F004_2000,190.16,66.73666667,88.63,6.326666667,-4.203333333,5.416666667,19.25333333,7.39,18.42,12.79,11.91833333,1.593333334
1F004,2001,1F004_2001,112.7266667,54.53,126.1866667,5.466666667,-6.016666667,3.523333333,18.4,5.353333333,16.81,11.93333333,10.16666667,-0.331666667
1F004,2002,1F004_2002,45.03333333,36.56666667,107.6466667,5.52,-2.61,4.026666667,20.28,9.76,17.86333333,12.9,10.945,3.575
1F004,2003,1F004_2003,127.5366667,131.5133333,153.54,6.683333333,-6.246666667,4.233333333,17.83,3.09,16.41333333,12.25666667,10.32333333,-1.578333334
1F004,2004,1F004_2004,179.5333333,88.98,110.93,6.703333333,-5.943333333,5.833333333,18.83,4.703333333,18.35666667,12.76666667,12.095,-0.62
1F004,2005,1F004_2005,202.8433333,74.26,106.5133333,7.58,-4.15,3.003333333,18.18333333,6.586666667,15.5,12.88166667,9.251666667,1.218333334
1F004,2006,1F004_2006,142.9133333,76.98333333,61.46666667,7.163333333,-4.33,3.946666667,19.60666667,6.45,17.54333333,13.385,10.745,1.06
1F004,2007,1F004_2007,187.0266667,75.42666667,76.71333333,6.193333333,-4.563333333,4.513333333,17.45666667,6.4,17.15666667,11.825,10.835,0.918333334
1F004,2008,1F004_2008,64.45666667,62.67,139.92,8.106666667,-3.573333333,4.053333333,20.39666667,6.286666667,16.38,14.25166667,10.21666667,1.356666667
1F004,2009,1F004_2009,72.99333333,56.12666667,109.7766667,5.843333333,-5.38,4.206666667,17.43333333,5.336666667,16.19,11.63833333,10.19833333,-0.021666666
1F004,2010,1F004_2010,112.5366667,141.8833333,115.2266667,6.91,-5.516666667,5.803333333,17.87,3.243333333,18.56333333,12.39,12.18333333,-1.136666667
1F004,2011,1F004_2011,111.7433333,59.03,188.97,6.12,-5.333333333,5.586666667,19.87,4.04,17.06666667,12.995,11.32666667,-0.646666667
1F004,2012,1F004_2012,130.4,72.75,77.4,7.28,-2.92,6.596666667,17.98666667,8.333333333,19.37333333,12.63333334,12.985,2.706666667
1F004,2013,1F004_2013,126.9833333,81.15666667,96.18333333,5.73,-3.2,3.66,17.41333333,6.5,15.4,11.57166667,9.53,1.65
1F004,2014,1F004_2014,106.3966667,101.17,117.1233333,5.91,-5.983333333,3.03,17.87,4.88,15.82666667,11.89,9.428333335,-0.551666667
1F005,1982,1F005_1982,66.68,92.81,94,4.14,-7.27,3.263333333,17.45,3.746666667,17.37333333,10.795,10.31833333,-1.761666667
1F005,1983,1F005_1983,88.28,71.44666667,174.06,5.183333333,-4.48,3.686666667,18.67,6.626666667,15.25,11.92666667,9.468333334,1.073333334
1F005,1984,1F005_1984,153.2733333,133.8666667,159.8133333,4.91,-6.193333333,2.62,18.97,5.05,15.14333333,11.94,8.881666665,-0.571666667
1F005,1985,1F005_1985,71.38666667,69.01666667,73.97,6.046666667,-4.876666667,4.756666667,18.66333333,6.64,18.85,12.355,11.80333333,0.881666667
1F005,1986,1F005_1986,185.61,52.24,60.46333333,7.13,-6.443333333,3.53,20.27666667,5.063333333,18.04,13.70333334,10.785,-0.69
1F005,1987,1F005_1987,72.30333333,113.59,140.1233333,5.53,-6.58,3.583333333,18.75333333,5.436666667,16.97333333,12.14166667,10.27833333,-0.571666667
1F005,1988,1F005_1988,144.8266667,72.77333333,118.8733333,4.84,-6.13,3.346666667,18.34666667,5.563333333,17.20333333,11.59333334,10.275,-0.283333334
1F005,1989,1F005_1989,91.49333333,54.11666667,137.1666667,3.87,-4.9,2.74,18.18,7.62,16.16,11.025,9.45,1.36
1F005,1990,1F005_1990,112.3266667,71.71333333,140.6766667,5.873333333,-4.933333333,3.913333333,19.13,7.56,17.71333333,12.50166667,10.81333333,1.313333334
1F005,1991,1F005_1991,115.2833333,83.22333333,83.46,6.42,-3.203333333,5.626666667,19.99333333,8.846666667,18.61333333,13.20666667,12.12,2.821666667
1F005,1992,1F005_1992,59.64333333,87.30666667,134.68,4.84,-3.753333333,3.056666667,19.59333333,7.883333333,15.81333333,12.21666667,9.434999999,2.065
1F005,1993,1F005_1993,155.0933333,127.28,172.8133333,5.043333333,-4.743333333,2.773333333,18.23666667,5.703333333,16.02,11.64,9.396666667,0.48
1F005,1994,1F005_1994,129.6633333,117.0966667,147.97,5.63,-6.373333333,3.103333333,18.1,3.633333333,16.84666667,11.865,9.975000002,-1.37
1F005,1995,1F005_1995,71.94,75.17666667,81.20333333,5.583333333,-4.16,3.823333333,19.63333333,6.553333333,16.72333333,12.60833333,10.27333333,1.196666667
1F005,1996,1F005_1996,144.1966667,112.07,116.9,5.256666667,-5.54,3.216666667,18.06333333,4.35,15.68666667,11.66,9.451666669,-0.595
1F005,1997,1F005_1997,218.3533333,88.23333333,78.27,5.67,-3.37,2.89,16.42333333,6.906666667,15.87333333,11.04666667,9.381666665,1.768333334
1F005,1998,1F005_1998,161.7566667,163.7133333,143.66,5.876666667,-1.426666667,5.45,17.44333333,7.39,17.26,11.66,11.355,2.981666667
1F005,1999,1F005_1999,41.84,101.3366667,77.69,6.4,-3.596666667,3.08,20.63666667,8.573333333,17.17666667,13.51833334,10.12833334,2.488333333
1F005,2000,1F005_2000,192.4533333,65.47333333,91.28,6,-4.49,5.013333333,19.23,7.6,18.28,12.615,11.64666667,1.555
1F005,2001,1F005_2001,112.7766667,54.58,121.3333333,5.056666667,-6.416666667,3.066666667,18.11666667,5.333333333,16.64333333,11.58666667,9.854999999,-0.541666667
1F005,2002,1F005_2002,44.55666667,37.27,106.5733333,5.233333333,-3.006666667,3.74,20.10333333,9.763333333,17.81333333,12.66833333,10.77666667,3.378333333
1F005,2003,1F005_2003,123.4066667,128.33,147.6966667,6.413333333,-6.703333333,3.91,17.83666667,2.93,16.27,12.125,10.09,-1.886666667
1F005,2004,1F005_2004,189.6566667,90.40333333,111.1466667,6.46,-6.45,5.333333333,18.86666667,4.55,18.03,12.66333334,11.68166667,-0.95
1F005,2005,1F005_2005,203.6533333,72.50333333,106.1,7.173333333,-4.6,2.456666667,17.88666667,6.47,15.15,12.53,8.803333334,0.935
1F005,2006,1F005_2006,137.63,79.02333333,58.80333333,6.69,-4.813333333,3.42,19.31,6.346666667,17.30333333,13,10.36166667,0.766666667
1F005,2007,1F005_2007,190.2,72.81,75.87333333,5.81,-5.01,3.963333333,17.17,6.323333333,16.94333333,11.49,10.45333333,0.656666667
1F005,2008,1F005_2008,62.61333333,61.46333333,139.3433333,7.426666667,-4.03,3.64,20.08666667,6.25,16.2,13.75666667,9.92,1.11
1F005,2009,1F005_2009,71.11333333,55.87333333,110.1666667,5.433333333,-5.813333333,3.82,17.19333333,5.313333333,16.03333333,11.31333333,9.926666665,-0.25
1F005,2010,1F005_2010,119.2733333,147.7166667,114.4533333,6.513333333,-6.063333333,5.346666667,17.67,3.11,18.37666667,12.09166667,11.86166667,-1.476666667
1F005,2011,1F005_2011,109.6733333,59.38,188.0566667,5.69,-5.713333333,5.176666667,19.69,4.02,16.92333333,12.69,11.05,-0.846666667
1F005,2012,1F005_2012,130.3966667,75.46,77.31,6.96,-3.276666667,6.233333333,17.82,8.31,19.30333333,12.39,12.76833333,2.516666667
1F005,2013,1F005_2013,116.9966667,77.13666667,93.21666667,5.28,-3.53,3.286666667,17.27666667,6.556666667,15.25,11.27833334,9.268333334,1.513333334
1F005,2014,1F005_2014,103.0966667,102.23,115.02,5.59,-6.293333333,2.593333333,17.68,4.956666667,15.68333333,11.635,9.138333332,-0.668333333
1F006,1982,1F006_1982,65.49666667,75.48666667,82.62333333,3.86,-7.326666667,3.47,18.12333333,4.73,18.46,10.99166667,10.965,-1.298333334
1F006,1983,1F006_1983,73.01333333,54.74333333,145.63,4.843333333,-4.59,4.07,19.40666667,7.606666667,16.25666667,12.125,10.16333334,1.508333334
1F006,1984,1F006_1984,115.47,111.6433333,115.5666667,4.64,-6.403333333,2.87,19.94333333,6.17,16.54666667,12.29166667,9.708333335,-0.116666667
1F006,1985,1F006_1985,63.93,59.33333333,66.93666667,6.283333333,-4.793333333,5.046666667,19.59,7.656666667,19.94666667,12.93666667,12.49666667,1.431666667
1F006,1986,1F006_1986,152.0033333,43.61,56.14,7.096666667,-6.28,3.803333333,21.21666667,6.07,19.28666667,14.15666667,11.545,-0.105
1F006,1987,1F006_1987,63.88333333,89.47666667,115.4433333,5.6,-7.006666667,3.843333333,19.60666667,6.42,18.07666667,12.60333334,10.96,-0.293333334
1F006,1988,1F006_1988,114.2966667,55.05666667,89.39666667,4.86,-5.97,3.733333333,19.1,6.56,18.40666667,11.98,11.07,0.295
1F006,1989,1F006_1989,69.68333333,40.15,112.7333333,4.1,-4.583333333,2.886666667,19.20666667,8.823333333,17.33333333,11.65333334,10.11,2.12
